,contig,ocean,gene_callers_id,is_integron,COG_accession,COG_category,pnps_SRR3968777,pnps_SRR3963982,pnps_SRR3963456,pnps_SRR3962680,pnps_SRR3965585,pnps_SRR3960578,pnps_SRR3965592,pnps_SRR3964650,pnps_SRR3960580,pnps_SRR3960579,pnps_SRR3960581,pnps_SRR3961935,pnps_SRR3960577,pnps_SRR3967025,pnps_SRR3967700,pnps_SRR3965676,pnps_SRR3965874,pnps_SRR3967699,pnps_SRR3961604,pnps_SRR3960575,pnps_SRR3963449,pnps_SRR3962773,pnps_SRR3963804,pnps_SRR3963658,pnps_SRR3963498,pnps_SRR3968062,pnps_SRR3961047,pnps_SRR3965758,pnps_SRR3965873,pnps_SRR3967905,pnps_SRR3968061,pnps_SRR3965875,pnps_SRR3961906,pnps_SRR3962771,pnps_SRR3963599,pnps_SRR3960576,pnps_SRR3966130,pnps_SRR3967558,pnps_SRR3962772,pnps_SRR3963805,pnps_SRR3963571,pnps_SRR3968063,pnps_SRR3960572,pnps_SRR3963458,pnps_SRR3968060,pnps_SRR3962777,pnps_SRR3962293,pnps_SRR3967319,pnps_SRR3963457,pnps_SRR3967690,pnps_SRR3962508,pnps_SRR3965809,pnps_SRR3960684,pnps_SRR3961936,pnps_SRR3965647,pnps_SRR3963622,pnps_SRR3965586,pnps_SRR3968770
6076,k127_8892657,deep,2369214,non-integron,S,Function unknown,,,,,,,,,,,0.9220788633605416,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6077,k127_8892657,deep,2369215,non-integron,,,,,,,,,,,,,1.607531240192436,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6078,k127_8892657,deep,2369216,non-integron,K,Transcription,,,,,,,,,,,1.298425381903644,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6079,k127_8892657,deep,2369217,non-integron,,,,,,,,,,,,,1.9496492259500275,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6080,k127_8892657,deep,2369218,non-integron,S,Function unknown,,,,,,,,,,,8.290500233388475,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6081,k127_8892657,deep,2369219,non-integron,R,General function prediction only,,,,,,,,,,,5.512903881324919,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6082,k127_8892657,deep,2369220,non-integron,,,,,,,,,,,,,5.035534690381872,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6083,k127_8892657,deep,2369221,non-integron,D,"Cell cycle control, cell division, chromosome partitioning",,,,,,,,,,,2.13846061154038,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6084,k127_8892657,deep,2369222,non-integron,S,Function unknown,,,,,,,,,,,2.2744414924018765,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6085,k127_8892657,deep,2369223,non-integron,J,"Translation, ribosomal structure and biogenesis",,,,,,,,,,,0.8612699670261339,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6086,k127_8892657,deep,2369224,non-integron,L,"Replication, recombination and repair",,,,,,,,,,,4.472411580567616,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6088,k127_8892657,deep,2369226,non-integron,L!!!X,"Replication, recombination and repair!!!Mobilome: prophages, transposons",,,,,,,,,,,0.8257936880183847,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6089,k127_8892657,deep,2369227,non-integron,H,Coenzyme transport and metabolism,,,,,,,,,,,0.9263716034625992,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6090,k127_8892657,deep,2369228,non-integron,H,Coenzyme transport and metabolism,,,,,,,,,,,5.026615018836768,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6091,k127_8892657,deep,2369229,non-integron,H,Coenzyme transport and metabolism,,,,,,,,,,,1.498653898778598,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6092,k127_8892657,deep,2369230,non-integron,H,Coenzyme transport and metabolism,,,,,,,,,,,7.931997516179558,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6093,k127_8892657,deep,2369231,non-integron,J,"Translation, ribosomal structure and biogenesis",,,,,,,,,,,2.194357956997139,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6094,k127_8892657,deep,2369232,non-integron,I,Lipid transport and metabolism,,,,,,,,,,,6.902228040624339,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6095,k127_8892657,deep,2369233,non-integron,S,Function unknown,,,,,,,,,,,3.398239033099472,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6096,k127_8892657,deep,2369234,non-integron,M!!!N,Cell wall/membrane/envelope biogenesis!!!Cell motility,,,,,,,,,,,7.797247036145282,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6097,k127_8892657,deep,2369235,non-integron,M!!!N,Cell wall/membrane/envelope biogenesis!!!Cell motility,,,,,,,,,,,2.9873160301743256,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6098,k127_8892657,deep,2369236,non-integron,E,Amino acid transport and metabolism,,,,,,,,,,,1.100760563733184,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6101,k127_8892657,deep,2369239,non-integron,M,Cell wall/membrane/envelope biogenesis,,,,,,,,,,,4.729974579828196,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6102,k127_8892657,deep,2369240,non-integron,T,Signal transduction mechanisms,,,,,,,,,,,0.9696632059264246,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6103,k127_8892657,deep,2369241,non-integron,O,"Posttranslational modification, protein turnover, chaperones",,,,,,,,,,,4.521846426305588,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6104,k127_8892657,deep,2369242,non-integron,J,"Translation, ribosomal structure and biogenesis",,,,,,,,,,,3.8470115358814083,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6105,k127_8892657,deep,2369243,non-integron,R,General function prediction only,,,,,,,,,,,0.6620489601250071,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6106,k127_8892657,deep,2369244,non-integron,S,Function unknown,,,,,,,,,,,2.4143081408589637,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6107,k127_8892657,deep,2369245,non-integron,O,"Posttranslational modification, protein turnover, chaperones",,,,,,,,,,,4.10000253483383,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6108,k127_8892657,deep,2369246,non-integron,E!!!H!!!J!!!Q,"Amino acid transport and metabolism!!!Coenzyme transport and metabolism!!!Translation, ribosomal structure and biogenesis!!!Secondary metabolites biosynthesis, transport and catabolism",,,,,,,,,,,4.3141941276018665,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6109,k127_8892657,deep,2369247,non-integron,R,General function prediction only,,,,,,,,,,,2.2023264407333114,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6111,k127_8892657,deep,2369249,non-integron,P!!!P,Inorganic ion transport and metabolism!!!Inorganic ion transport and metabolism,,,,,,,,,,,4.057344557241277,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6112,k127_8892657,deep,2369250,non-integron,M!!!U!!!W,"Cell wall/membrane/envelope biogenesis!!!Intracellular trafficking, secretion, and vesicular transport!!!Extracellular structures",,,,,,,,,,,2.5816612916172366,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6113,k127_8892657,deep,2369251,non-integron,,,,,,,,,,,,,2.261170522179173,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6114,k127_8892657,deep,2369252,non-integron,E,Amino acid transport and metabolism,,,,,,,,,,,3.9596575977827078,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6115,k127_8892657,deep,2369253,non-integron,K!!!T,Transcription!!!Signal transduction mechanisms,,,,,,,,,,,2.100231256520781,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6116,k127_8892657,deep,2369254,non-integron,S,Function unknown,,,,,,,,,,,1.3519322049708564,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6117,k127_8892657,deep,2369255,non-integron,L,"Replication, recombination and repair",,,,,,,,,,,1.913416602324996,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6119,k127_8892657,deep,2369257,non-integron,S,Function unknown,,,,,,,,,,,2.3719572904864847,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6120,k127_8892657,deep,2369258,non-integron,L,"Replication, recombination and repair",,,,,,,,,,,2.3583495441902147,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6121,k127_8892657,deep,2369259,non-integron,H!!!T,Coenzyme transport and metabolism!!!Signal transduction mechanisms,,,,,,,,,,,1.9512245335829383,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6122,k127_8892657,deep,2369260,non-integron,,,,,,,,,,,,,1.8167007014961298,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6123,k127_8892657,deep,2369261,non-integron,U!!!W,"Intracellular trafficking, secretion, and vesicular transport!!!Extracellular structures",,,,,,,,,,,2.2631394096255026,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6124,k127_8892657,deep,2369262,non-integron,M,Cell wall/membrane/envelope biogenesis,,,,,,,,,,,1.085444322878505,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6125,k127_8892657,deep,2369263,non-integron,U,"Intracellular trafficking, secretion, and vesicular transport",,,,,,,,,,,3.770393434143149,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6126,k127_8892657,deep,2369264,non-integron,U,"Intracellular trafficking, secretion, and vesicular transport",,,,,,,,,,,2.509518627952704,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6127,k127_8892657,deep,2369265,non-integron,U,"Intracellular trafficking, secretion, and vesicular transport",,,,,,,,,,,4.956969193210306,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6128,k127_8892657,deep,2369266,non-integron,U,"Intracellular trafficking, secretion, and vesicular transport",,,,,,,,,,,4.125444452220598,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6129,k127_8892657,deep,2369267,non-integron,L!!!X,"Replication, recombination and repair!!!Mobilome: prophages, transposons",,,,,,,,,,,1.6525813912533625,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6130,k127_8892657,deep,2369268,non-integron,,,,,,,,,,,,,3.612960755487375,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6131,k127_8892657,deep,2369269,non-integron,L,"Replication, recombination and repair",,,,,,,,,,,0.6785552911356348,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6132,k127_8892657,deep,2369270,non-integron,X!!!R,"Mobilome: prophages, transposons!!!General function prediction only",,,,,,,,,,,1.08148014240762,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6133,k127_8892657,deep,2369271,non-integron,L,"Replication, recombination and repair",,,,,,,,,,,1.2761275839662174,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6134,k127_8892657,deep,2369272,non-integron,M,Cell wall/membrane/envelope biogenesis,,,,,,,,,,,5.103278450066124,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6135,k127_8892657,deep,2369273,non-integron,F,Nucleotide transport and metabolism,,,,,,,,,,,1.95660858795625,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6136,k127_8892657,deep,2369274,non-integron,H!!!T,Coenzyme transport and metabolism!!!Signal transduction mechanisms,,,,,,,,,,,1.3882822743102958,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6137,k127_8892657,deep,2369275,non-integron,H,Coenzyme transport and metabolism,,,,,,,,,,,1.152519534383683,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6138,k127_8892657,deep,2369276,non-integron,I,Lipid transport and metabolism,,,,,,,,,,,2.051814549039499,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6139,k127_8892657,deep,2369277,non-integron,,,,,,,,,,,,,1.299129507211271,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6140,k127_8892657,deep,2369278,non-integron,N!!!W,Cell motility!!!Extracellular structures,,,,,,,,,,,1.9366651177525818,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6141,k127_8892657,deep,2369279,non-integron,L,"Replication, recombination and repair",,,,,,,,,,,1.1740169087727528,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6142,k127_8892657,deep,2369280,non-integron,F,Nucleotide transport and metabolism,,,,,,,,,,,2.12790837859979,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6143,k127_8892657,deep,2369281,non-integron,M,Cell wall/membrane/envelope biogenesis,,,,,,,,,,,3.6655727055711935,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6144,k127_8892657,deep,2369282,non-integron,E!!!H,Amino acid transport and metabolism!!!Coenzyme transport and metabolism,,,,,,,,,,,5.7616104967536375,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6145,k127_8892657,deep,2369283,non-integron,E!!!H,Amino acid transport and metabolism!!!Coenzyme transport and metabolism,,,,,,,,,,,2.4781164409902607,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6146,k127_8892657,deep,2369284,non-integron,I!!!Q,"Lipid transport and metabolism!!!Secondary metabolites biosynthesis, transport and catabolism",,,,,,,,,,,1.6317168397478417,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6148,k127_8892657,deep,2369286,non-integron,I,Lipid transport and metabolism,,,,,,,,,,,4.121652575197191,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6149,k127_8892657,deep,2369287,non-integron,I,Lipid transport and metabolism,,,,,,,,,,,3.0406553729402566,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6150,k127_8892657,deep,2369288,non-integron,O,"Posttranslational modification, protein turnover, chaperones",,,,,,,,,,,1.8510683066310585,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6151,k127_8892657,deep,2369289,non-integron,N!!!U!!!W,"Cell motility!!!Intracellular trafficking, secretion, and vesicular transport!!!Extracellular structures",,,,,,,,,,,0.18026277422071635,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6152,k127_8892657,deep,2369290,non-integron,N!!!U!!!W,"Cell motility!!!Intracellular trafficking, secretion, and vesicular transport!!!Extracellular structures",,,,,,,,,,,2.356681734221409,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6154,k127_8892657,deep,2369292,non-integron,U,"Intracellular trafficking, secretion, and vesicular transport",,,,,,,,,,,5.5115825754598395,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6155,k127_8892657,deep,2369293,non-integron,U,"Intracellular trafficking, secretion, and vesicular transport",,,,,,,,,,,2.293070687465573,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6156,k127_8892657,deep,2369294,non-integron,U,"Intracellular trafficking, secretion, and vesicular transport",,,,,,,,,,,1.9929573026017655,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6157,k127_8892657,deep,2369295,non-integron,U,"Intracellular trafficking, secretion, and vesicular transport",,,,,,,,,,,2.747077861246724,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6158,k127_8892657,deep,2369296,non-integron,,,,,,,,,,,,,4.692666741250172,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6159,k127_8892657,deep,2369297,non-integron,F,Nucleotide transport and metabolism,,,,,,,,,,,5.290781812952315,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6160,k127_8892657,deep,2369298,non-integron,J,"Translation, ribosomal structure and biogenesis",,,,,,,,,,,1.9011019043704749,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6161,k127_8892657,deep,2369299,non-integron,C,Energy production and conversion,,,,,,,,,,,3.3142528480996853,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6162,k127_8892657,deep,2369300,non-integron,L,"Replication, recombination and repair",,,,,,,,,,,1.6049995063362767,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6163,k127_8892657,deep,2369301,non-integron,,,,,,,,,,,,,1.1948828541825172,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6166,k127_8892657,deep,2369304,non-integron,X,"Mobilome: prophages, transposons",,,,,,,,,,,2.3402561468479424,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6181,k127_555187,deep,2372937,integron,C,Energy production and conversion,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.06515138698974256
6185,k127_4457240,deep,2373686,integron,X,"Mobilome: prophages, transposons",0.2266140322818036,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.2009234861469238
6199,k127_10022813,deep,2376067,non-integron,I,Lipid transport and metabolism,,,,,,,,,,,,,,0.8734988525874591,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6200,k127_10022813,deep,2376068,non-integron,L,"Replication, recombination and repair",,,,,,,,,,,,,,0.2125859465493148,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6201,k127_10022813,deep,2376069,integron,R,General function prediction only,,,,,,,,,,,,,,0.20138428850296414,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6203,k127_12804743,deep,2380112,non-integron,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.7477016602566386,,,,,
6204,k127_12804743,deep,2380113,non-integron,L,"Replication, recombination and repair",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.20857674996105752,,,,,
6205,k127_12804743,deep,2380114,integron,H,Coenzyme transport and metabolism,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.050850044039635126,,,,,
6208,k127_1671438,deep,2380440,non-integron,X,"Mobilome: prophages, transposons",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.2369281757597757,,,,,,,,,,,,,,,,,0.13075966126650967,,,,,
6209,k127_1671438,deep,2380441,integron,X,"Mobilome: prophages, transposons",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.8928601044562248,,,,,,,,,,,,,,,,,,,,,,
6211,k127_11701208,deep,2383571,non-integron,X,"Mobilome: prophages, transposons",,,,,0.031710956654605216,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.050616162182947684,,,,,,,,,,,,,,,,
6220,k127_11701261,deep,2383711,integron,M,Cell wall/membrane/envelope biogenesis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5430847795986271,,,,
6223,k127_11701261,deep,2383714,integron,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.5043078236400538,,,,,,,,,,,,,,,,,,,,,,,,
6233,k127_11701403,deep,2384371,integron,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.1612787356321808,,,,,,,,,,,,,,,,,,,,,,,,
6407,k127_10029381,deep,2402436,integron,,,,,,,,,0.039395007389689415,,,,,,,,,0.11521806010206093,0.11450333118505222,,,,,,,,,,,,,,,0.08425838365703532,,,,,,,,,,,,,,,,,,,,,,,,,,
6426,k127_7798526,deep,2422461,non-integron,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.6599749631958067,,,,,,,,,,,,,,,,
6429,k127_7798526,deep,2422464,integron,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.7662704399841145,,,,,,,,,,,,,,,,
6431,k127_7798526,deep,2422466,integron,,,,,,,,0.6858167848509454,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6432,k127_7798526,deep,2422467,integron,S,Function unknown,,,,,,0.7458691660541452,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6446,k127_6687572,deep,2436993,non-integron,,,,,,,,,,,,,,,5.124375729620461,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.460731640650993,,,,,,,,,,
6447,k127_6687572,deep,2436994,integron,C,Energy production and conversion,0.7848280909520298,0.7261061166931121,,,,,0.7816272183192481,,,0.9945647771281464,,0.5375241642948615,0.6706687706147024,,0.2824490275574374,,0.8087028311931664,,,0.7489371162074668,0.5368680706770061,0.6178360895951684,,,,0.7466986079618717,0.5607758624660766,0.5087625788207881,,,,,1.6912399403874911,,,0.2594465312092453,,,,,,0.6381861602450329,,0.5157877904381991,,,1.3277342696044725,0.5316892508692481,0.7862788152964673,0.9545973702264682,,,,,,0.3970454499299621,,
6448,k127_6687572,deep,2436995,integron,V,Defense mechanisms,0.5738135432370053,0.3726166141095037,,,,,0.18751851486126134,,,,,0.8112443141462224,0.8042001296981732,,,,,,,0.7346192688635783,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5144328454980825,1.1843182902446012,0.6367710390261436,,,,,,4.214562168435761,,
6449,k127_6687572,deep,2436996,integron,H,Coenzyme transport and metabolism,0.45521978779944106,,,,,,,,,,,2.6979393186289573,0.4022325942977981,,,,,,,1.3557199016800656,4.278761717954058,4.7615919931190565,,,,,,,,,,,,,,0.7235068130571679,,,,,,,,,,,,,0.3933757518263645,1.4851585648206287,,,,,,,,
6451,k127_7242084,deep,2437606,integron,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9198142939355428,,,,,,,,,,,,,,,,
6453,k127_7242084,deep,2437608,non-integron,X,"Mobilome: prophages, transposons",,,,,,0.02529898409704689,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
