bin,depth,Percent Complete,Percent Contamination,Strain Heterogeneity,GC_content,contigs count,Max. contig length (bp),N50 contig length (bp),Mean contig length (bp),bin_size(Mbp),Coding density,Data repository hosting the genome assembly reported in this study,GenBank Accession ID for newly reported draft genomes,Matches Delmont et al. (2017) genome,Matches Tully et al. (2017) genome,Domain,Phylum,Class,Order,Family,Genus,Species,Phylogeny source method,ocean,Total ORFs,Transposases,Integrases,Percent Transposases,Percent Integrases,Highest Relative Abundance,complete genome size (Mbp),tara_station,size_fraction,biofilm_count,percent_biofilm
SP-335,MES,80.99,3.05,20,39.84,31,"140,709","59,703","48,608",1.51,95.73,NCBI Assembly,PBDY00000000,n.a.,n.a.,Bacteria,Proteobacteria,Gammaproteobacteria,null,null,null,null,Alternative phylogenetic marker set,SP,1500,0,12,0,0.008,tara100_prot_meso,1.864427707,tara100,prot,4,0.002666667
SP-337,epi,89.16,0,0,29.49,24,"289,630","84,432","58,540",1.4,96.3,NCBI Assembly,PBDW00000000,n.a.,n.a.,Bacteria,Proteobacteria,Alphaproteobacteria,Pelagibacterales,Pelagibacteraceae,null,null,Hug et al. phylogenetic marker set,SP,1433,0,2,0,0.001395673,tara123_girus_epi,1.570210857,tara123,girus,0,0
SP-34,MES,87.94,4.08,85.71,60.22,113,"171,640","52,089","40,034",4.52,91.43,NCBI Assembly,PBDT00000000,n.a.,n.a.,Bacteria,Verrucomicrobia,Verrucomicrobiae,Verrucomicrobiales,null,Roseibacillus,null,Hug et al. phylogenetic marker set,SP,3319,3,0,0.000903887,0,tara100_prot_meso,5.139868092,tara100,prot,2,0.000602591
SP-340,MES,89.02,4.27,77.78,56.86,84,"153,286","48,797","38,134",3.2,91.43,NCBI Assembly,PBDS00000000,n.a.,n.a.,Bacteria,Proteobacteria,null,null,null,null,null,CheckM,SP,2944,0,3,0,0.001019022,tara100_prot_meso,3.594697821,tara100,prot,3,0.001019022
SP-341,SRF,78.38,1.08,100,36.72,46,"131,796","48,880","41,301",1.9,95.59,figshare,not applicable,TARA_PSW_MAG_00047,n.a.,Bacteria,Bacteroidetes,Flavobacteria,Flavobacteriales,Crocinitomicaceae,null,null,Hug et al. phylogenetic marker set,SP,1672,0,3,0,0.001794258,tara122_prot_surface,2.424087777,tara122,prot,2,0.001196172
SP-342,SRF,78.88,1.98,0,31.56,33,"116,060","59,417","41,865",1.38,94.01,NCBI Assembly,PBDR00000000,n.a.,n.a.,Bacteria,Chloroflexi,SAR202-2,novelOrder_B,null,null,null,Hug et al. phylogenetic marker set,SP,1349,0,1,0,0.00074129,tara125_girus_surface,1.749492901,tara125,girus,0,0
SP-343,epi,90.56,2.18,66.67,40.23,35,"195,199","73,879","56,722",1.99,92.64,NCBI Assembly,PBDQ00000000,n.a.,n.a.,Bacteria,Chloroflexi,novelClass_E,novelOrder_B,null,null,null,Hug et al. phylogenetic marker set,SP,1891,0,4,0,0.002115283,tara123_girus_epi,2.197438163,tara123,girus,1,0.000528821
SP-344,DCM,91.75,0.2,0,34.55,10,"453,604","374,497","143,764",1.44,94.56,NCBI Assembly,PBDP00000000,n.a.,n.a.,Bacteria,Chloroflexi,novelClass_E,novelOrder_B,null,null,null,Hug et al. phylogenetic marker set,SP,1431,0,3,0,0.002096436,tara122_girus_dcm,1.569482289,tara122,girus,1,0.000698812
SP-346,DCM,70.43,1.2,0,33.32,19,"276,951","87,891","60,860",1.16,95.25,NCBI Assembly,PBDN00000000,n.a.,n.a.,Bacteria,Proteobacteria,Alphaproteobacteria,Pelagibacterales,Pelagibacteraceae,null,null,Hug et al. phylogenetic marker set,SP,1151,0,1,0,0.00086881,tara122_girus_dcm,1.647025415,tara122,girus,1,0.00086881
SP-347,SRF,73.58,0.03,0,52.48,17,"760,955","300,359","141,161",2.4,93.54,figshare,not applicable,n.a.,n.a.,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Sutterellaceae,null,null,Hug et al. phylogenetic marker set,SP,2259,3,2,0.001328021,0.000885347,tara125_virus_surface,3.261755912,tara125,virus,13,0.005754759
SP-348,epi,76.07,1.28,0,52.52,12,"666,409","558,416","185,230",2.22,94.21,figshare,not applicable,"TARA_IOS_MAG_00046, TARA_ION_MAG_00055, TARA_PSW_MAG_00066",n.a.,Bacteria,Actinobacteria,Acidimicrobidae,Acidimicrobiales,Acidimicrobiaceae,novelGenus_A,null,Hug et al. phylogenetic marker set,SP,2207,0,3,0,0.001359311,tara124_girus_epi,2.918364664,tara124,girus,0,0
SP-349,epi,82.36,0.43,0,60.42,22,"311,783","154,558","91,142",2.01,93.77,NCBI Assembly,PBDM00000000,n.a.,n.a.,Bacteria,Actinobacteria,Acidimicrobidae,Acidimicrobiales,Acidimicrobiaceae,novelGenus_B,null,Hug et al. phylogenetic marker set,SP,1955,0,2,0,0.001023018,tara124_girus_epi,2.4405051,tara124,girus,0,0
SP-35,MES,80.48,3.36,75,46.06,96,"121,438","46,184","37,672",3.62,89.78,NCBI Assembly,PBDL00000000,n.a.,n.a.,Bacteria,Proteobacteria,Deltaproteobacteria,SAR324cluster,null,null,null,Hug et al. phylogenetic marker set,SP,3363,4,6,0.001189414,0.001784121,tara100_prot_meso,4.498011928,tara100,prot,2,0.000594707
SP-350,DCM,99.78,0.17,0,47.06,9,"522,845","404,739","294,834",2.65,93.91,NCBI Assembly,PBDK00000000,n.a.,n.a.,Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Idiomarinaceae,idiomarina,null,Hug et al. phylogenetic marker set,SP,2527,3,5,0.001187178,0.001978631,tara111_virus_dcm,2.655842854,tara111,virus,11,0.004352988
SP-351,MES,76.92,1.28,0,64.3,45,"155,390","47,538","41,539",1.87,93.79,NCBI Assembly,PBDJ00000000,n.a.,n.a.,Bacteria,Actinobacteria,Acidimicrobidae,Acidimicrobiales,Acidimicrobiaceae,novelGenus_B,null,Hug et al. phylogenetic marker set,SP,1821,0,4,0,0.002196595,tara122_girus_meso,2.431097244,tara122,girus,0,0
SP-354,SRF,82.1,3.91,7.69,53.67,74,"165,126","47,549","37,516",2.78,91.34,NCBI Assembly,PBDG00000000,TARA_RED_MAG_00034,n.a.,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Rhodospirillaceae,null,null,Hug et al. phylogenetic marker set,SP,2555,1,2,0.000391389,0.000782779,tara125_girus_surface,3.386114495,tara125,girus,2,0.000782779
SP-358,epi,87.94,4.73,83.33,40.59,19,"389,389","141,837","106,893",2.03,88.92,NCBI Assembly,PBDF00000000,TARA_PSW_MAG_00002,n.a.,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Rhodospirillaceae,Magnetovibrio,null,Hug et al. phylogenetic marker set,SP,1912,0,4,0,0.00209205,tara124_prot_epi,2.308392086,tara124,prot,6,0.003138075
SP-360,epi,75.14,1.3,0,55.07,115,"132,390","36,568","33,328",3.83,88.96,NCBI Assembly,PBDC00000000,n.a.,n.a.,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Rhodospirillaceae,null,null,Hug et al. phylogenetic marker set,SP,3569,1,2,0.000280191,0.000560381,tara125_prot_epi,5.097151983,tara125,prot,3,0.000840572
SP-362,SRF,89.73,1.68,0,42.05,64,"121,131","49,736","35,840",2.29,93.42,NCBI Assembly,PBDA00000000,n.a.,n.a.,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Rhodospirillaceae,null,null,Hug et al. phylogenetic marker set,SP,2148,1,2,0.000465549,0.000931099,tara125_girus_surface,2.552100747,tara125,girus,1,0.000465549
SP-37,SRF,99.14,1.57,76.47,55.58,27,"628,013","234,456","151,859",4.1,89.73,NCBI Assembly,PBCZ00000000,n.a.,n.a.,Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Alteromonadaceae,null,null,Hug et al. phylogenetic marker set,SP,3684,10,3,0.002714441,0.000814332,tara100_virus_surface,4.135565866,tara100,virus,15,0.004071661
SP-38,SRF,91.76,3.3,33.33,25.69,27,"139,778","49,376","42,388",1.14,96.33,NCBI Assembly,PBCY00000000,n.a.,n.a.,Bacteria,Proteobacteria,Alphaproteobacteria,Pelagibacterales,Pelagibacteraceae,null,null,Hug et al. phylogenetic marker set,SP,1216,0,3,0,0.002467105,tara125_girus_surface,1.242371404,tara125,girus,1,0.000822368
SP-39,SRF,76.24,0.54,100,27.99,19,"207,591","138,984","66,392",1.26,96.53,NCBI Assembly,PBCX00000000,n.a.,n.a.,Bacteria,Bacteroidetes,Flavobacteria,Flavobacteriales,novelFamily_C,null,null,Hug et al. phylogenetic marker set,SP,1096,0,2,0,0.001824818,tara100_prot_surface,1.652675761,tara100,prot,0,0
SP-3966,SRF,76.34,5,21.43,45.14,78,"92,481","33,588","29,088",2.27,89.66,NCBI Assembly,PBCW00000000,TARA_PON_MAG_00039,n.a.,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Rhodospirillaceae,null,null,Hug et al. phylogenetic marker set,SP,2144,0,9,0,0.004197761,tara096_prot_surface,2.973539429,tara096,prot,3,0.001399254
SP-3971,MES,75.82,0,0,41.47,52,"49,834","23,879","24,695",1.28,96.22,NCBI Assembly,PBCV00000000,n.a.,n.a.,Bacteria,Marinimicrobia,null,null,null,null,null,Hug et al. phylogenetic marker set,SP,1138,0,4,0,0.003514938,tara098_bact_meso,1.688208916,tara098,bact,1,0.000878735
SP-3982,epi,85.71,3.87,6.25,61.27,23,"449,275","207,537","140,822",3.24,92.7,NCBI Assembly,PBCU00000000,TARA_RED_MAG_00063,n.a.,Bacteria,Proteobacteria,Gammaproteobacteria,novel_order_E1,null,null,null,Hug et al. phylogenetic marker set,SP,3117,0,2,0,0.000641643,tara124_girus_epi,3.780189009,tara124,girus,2,0.000641643
SP-3983,epi,100,9.56,0,57.89,36,"440,309","316,830","114,889",4.14,90.34,NCBI Assembly,PBCT00000000,n.a.,n.a.,Bacteria,Proteobacteria,Alphaproteobacteria,null,null,null,null,CheckM,SP,4255,2,3,0.000470035,0.000705053,tara124_girus_epi,4.14,tara124,girus,6,0.001410106
SP-3984,epi,88.12,3.96,100,51.41,15,"592,423","290,226","133,807",2.01,87.64,NCBI Assembly,PBCS00000000,n.a.,n.a.,Bacteria,Chloroflexi,SAR202-2,novelOrder_B,null,null,null,Hug et al. phylogenetic marker set,SP,1864,0,4,0,0.002145923,tara124_girus_epi,2.280980481,tara124,girus,0,0
SP-3992,SRF,81.07,4.37,66.67,32.07,26,"67,416","27,393","26,911",0.7,95.09,NCBI Assembly,PBCQ00000000,n.a.,n.a.,Archaea,Thaumarchaeota,novelClass_A,null,null,null,null,Hug et al. phylogenetic marker set,SP,771,0,2,0,0.002594034,tara125_girus_surface,0.863451338,tara125,girus,0,0
SP-4,epi,70.54,0,0,47.85,115,"198,762","43,029","38,475",4.42,92.45,NCBI Assembly,PBCP00000000,n.a.,n.a.,Bacteria,Planctomycetes,Planctomycetia,Planctomycetales,Planctomycetaceae,null,null,CheckM,SP,3287,0,0,0,0,tara124_prot_epi,6.265948398,tara124,prot,2,0.000608458
SP-4016,epi,74.92,1.72,100,27.82,31,"115,635","61,685","47,782",1.48,96.83,NCBI Assembly,PBCO00000000,n.a.,n.a.,Bacteria,Bacteroidetes,Flavobacteria,Flavobacteriales,null,null,null,CheckM,SP,1280,0,0,0,0,tara125_girus_epi,1.97544047,tara125,girus,0,0
SP-4023,SRF,93.92,8.11,0,47.53,65,"255,783","68,534","49,992",3.25,88.27,NCBI Assembly,PBCM00000000,n.a.,n.a.,Bacteria,Verrucomicrobia,Opitutae,Opitutales,Opitutaceae,null,null,Hug et al. phylogenetic marker set,SP,2971,0,1,0,0.000336587,tara125_girus_surface,3.460391823,tara125,girus,3,0.001009761
SP-4027,SRF,88.42,9.35,0,43.75,60,"211,643","72,467","53,173",3.19,91.62,NCBI Assembly,PBCK00000000,n.a.,n.a.,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Rhodospirillaceae,novel_genusE10,null,Hug et al. phylogenetic marker set,SP,2948,0,2,0,0.000678426,tara125_girus_surface,3.607781045,tara125,girus,2,0.000678426
SP-4038,SRF,79.87,3.17,0,36.33,17,"186,873","100,418","73,235",1.25,92.73,NCBI Assembly,PBCI00000000,n.a.,n.a.,Bacteria,Chloroflexi,novelClass_E,novelOrder_D,null,null,null,Hug et al. phylogenetic marker set,SP,1199,0,2,0,0.001668057,tara125_girus_surface,1.565043195,tara125,girus,2,0.001668057
SP-4044,SRF,90.1,9.02,94.74,33.08,20,"225,001","126,589","64,615",1.29,95.95,NCBI Assembly,PBCG00000000,n.a.,n.a.,Bacteria,Chloroflexi,Dehalococcoidia,novel_family2,null,null,null,Alternative phylogenetic marker set,SP,1320,0,3,0,0.002272727,tara125_girus_surface,1.431742508,tara125,girus,0,0
SP-4045,SRF,76.77,4.88,29.03,29.26,6,"820,192","820,192","181,651",1.09,97.19,NCBI Assembly,PBCF00000000,n.a.,n.a.,Bacteria,Proteobacteria,Gammaproteobacteria,novelOrder_B,null,null,null,Hug et al. phylogenetic marker set,SP,1167,0,2,0,0.001713796,tara125_girus_surface,1.419825453,tara125,girus,1,0.000856898
SP-4060,SRF,70.12,0.74,0,38.87,52,"95,113","36,538","32,077",1.67,93.27,NCBI Assembly,PBCE00000000,n.a.,n.a.,Bacteria,Bacteroidetes,Flavobacteria,Flavobacteriales,Flavobacteriaceae,novelGenus_G,null,Hug et al. phylogenetic marker set,SP,1571,0,3,0,0.001909612,tara094_bact_surface,2.381631489,tara094,bact,0,0
SP-4145,SRF,70.93,4,71.43,55.69,42,"139,003","51,933","42,413",1.78,95.34,NCBI Assembly,PBBZ00000000,n.a.,n.a.,Archaea,Euryarchaeota,null,null,null,null,null,CheckM,SP,1447,0,2,0,0.00138217,tara123_girus_surface,2.509516425,tara123,girus,0,0
SP-4154,DCM,79.41,0.85,0,32.78,40,"79,440","35,664","31,451",1.26,92.51,NCBI Assembly,PBBX00000000,n.a.,n.a.,Bacteria,novelPhylum_C,null,null,null,null,null,Hug et al. phylogenetic marker set,SP,1163,0,1,0,0.000859845,tara122_girus_dcm,1.586701927,tara122,girus,0,0
SP-4189,SRF,72.56,2.87,100,33.93,9,"410,758","289,884","124,201",1.12,97.34,NCBI Assembly,PBBW00000000,n.a.,n.a.,Bacteria,Proteobacteria,Gammaproteobacteria,novelOrder_D,null,null,null,Hug et al. phylogenetic marker set,SP,1125,0,0,0,0,tara094_bact_surface,1.543550165,tara094,bact,0,0
SP-4220,SRF,83.28,0,0,41.62,25,"94,491","67,836","52,928",1.32,91.22,NCBI Assembly,PBBS00000000,n.a.,n.a.,Bacteria,Chloroflexi,novelClass_E,novelOrder_D,null,null,null,Hug et al. phylogenetic marker set,SP,1266,0,3,0,0.002369668,tara125_girus_surface,1.585014409,tara125,girus,0,0
SP-4225,SRF,84.55,3.85,0,46.65,10,"659,267","373,444","190,992",1.91,94.87,NCBI Assembly,PBBQ00000000,n.a.,n.a.,Bacteria,Marinimicrobia,null,null,null,null,null,Hug et al. phylogenetic marker set,SP,1670,0,2,0,0.001197605,tara125_girus_surface,2.259018332,tara125,girus,4,0.00239521
SP-4275,MES,71.23,2.01,100,38.97,42,"72,281","35,590","28,143",1.18,96.12,NCBI Assembly,PBBH00000000,n.a.,n.a.,Bacteria,Marinimicrobia,novel_class2,null,null,null,null,Alternative phylogenetic marker set,SP,1067,0,2,0,0.001874414,tara098_bact_meso,1.656605363,tara098,bact,1,0.000937207
SP-4288,SRF,95.01,5.94,0,33.21,20,"250,452","188,156","78,703",1.57,94.92,NCBI Assembly,PBBG00000000,n.a.,n.a.,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhodobiaceae,novel_genusE7,null,Hug et al. phylogenetic marker set,SP,1648,0,3,0,0.001820388,tara094_bact_surface,1.652457636,tara094,bact,0,0
SP-43,SRF,98.33,1.61,0,42.76,20,"360,314","159,377","117,545",2.35,92.46,NCBI Assembly,PBBD00000000,TARA_ANW_MAG_00005,n.a.,Bacteria,Proteobacteria,Gammaproteobacteria,Thiotrichales,Piscirickettsiaceae,Cycloclasticus,null,Hug et al. phylogenetic marker set,SP,2286,1,2,0.000437445,0.000874891,tara096_prot_surface,2.389911522,tara096,prot,4,0.001749781
SP-4300,SRF,73.59,4.82,100,28.29,15,"175,726","43,547","42,981",0.64,97.19,NCBI Assembly,PBBC00000000,TARA_PSE_MAG_00092,n.a.,Bacteria,Proteobacteria,Alphaproteobacteria,Pelagibacterales,Pelagibacteraceae,Pelagibacter,null,Hug et al. phylogenetic marker set,SP,687,0,1,0,0.001455604,tara098_bact_surface,0.869683381,tara098,bact,0,0
SP-4355,epi,74.42,2.97,100,44.5,14,"337,500","179,162","97,763",1.37,90.07,NCBI Assembly,PBBB00000000,n.a.,n.a.,Bacteria,Chloroflexi,SAR202-2,novelOrder_B,null,null,null,Hug et al. phylogenetic marker set,SP,1231,0,2,0,0.001624695,tara124_girus_epi,1.840902983,tara124,girus,1,0.000812348
SP-4356,epi,76.4,0.99,0,38.32,12,"543,045","124,783","109,613",1.32,94.28,NCBI Assembly,PBBA00000000,TARA_RED_MAG_00014,n.a.,Bacteria,Chloroflexi,novelClass_F,null,null,null,null,Hug et al. phylogenetic marker set,SP,1295,0,3,0,0.002316602,tara124_girus_epi,1.727748691,tara124,girus,0,0
SP-4360,SRF,93.23,4.68,0,46.89,32,"373,993","63,877","52,610",1.68,91.21,NCBI Assembly,PBAZ00000000,n.a.,n.a.,Bacteria,Chloroflexi,SAR202-2,null,null,null,null,Hug et al. phylogenetic marker set,SP,1605,0,8,0,0.004984424,tara125_girus_surface,1.801995066,tara125,girus,0,0
SP-4365,SRF,93.11,1.81,0,55.25,55,"352,932","69,545","55,774",3.07,93.44,NCBI Assembly,PBAY00000000,TARA_PSW_MAG_00110,n.a.,Bacteria,Planctomycetes,Phycisphaerae,novelOrder_D,null,null,null,Hug et al. phylogenetic marker set,SP,2613,0,0,0,0,tara125_prot_surface,3.297175384,tara125,prot,1,0.000382702
SP-4366,SRF,84.66,6.6,0,57.68,29,"463,820","133,888","96,330",2.79,93.6,NCBI Assembly,PBAX00000000,n.a.,n.a.,Bacteria,Planctomycetes,Phycisphaerae,novelOrder_D,novelFamily_A,null,null,Hug et al. phylogenetic marker set,SP,2372,0,1,0,0.000421585,tara125_prot_surface,3.295535082,tara125,prot,0,0
SP-4369,SRF,87.4,1.88,0,47.78,12,"643,484","311,792","151,771",1.82,93.23,NCBI Assembly,PBAW00000000,n.a.,n.a.,Bacteria,Proteobacteria,Alphaproteobacteria,null,null,null,null,CheckM,SP,1705,0,2,0,0.001173021,tara125_girus_surface,2.082379863,tara125,girus,6,0.003519062
SP-4379,SRF,89.5,0,0,35.88,16,"367,145","151,459","79,043",1.26,97.9,NCBI Assembly,PBAU00000000,n.a.,n.a.,Bacteria,null,null,null,null,null,null,Hug et al. phylogenetic marker set,SP,1209,0,4,0,0.003308519,tara125_girus_surface,1.407821229,tara125,girus,0,0
SP-4380,SRF,71.31,0.85,0,47.6,18,"333,808","229,019","111,076",2,90.4,NCBI Assembly,PBAT00000000,n.a.,n.a.,Bacteria,Acidobacteria,Solibacteres,Solibacterales,null,null,null,Hug et al. phylogenetic marker set,SP,1669,0,2,0,0.001198322,tara125_girus_surface,2.804655729,tara125,girus,1,0.000599161
SP-4387,epi,89.49,0,0,50.89,83,"148,909","51,844","40,409",3.35,89.53,NCBI Assembly,PBAS00000000,n.a.,n.a.,Bacteria,Planctomycetes,Phycisphaerae,Phycisphaerales,Phycisphaeraceae,novelGenus_B,null,Hug et al. phylogenetic marker set,SP,2872,2,1,0.000696379,0.000348189,tara125_prot_epi,3.743435021,tara125,prot,0,0
SP-4388,SRF,90.11,2.2,0,33.04,43,"393,119","92,674","70,499",3.03,95.02,NCBI Assembly,PBAR00000000,n.a.,n.a.,Bacteria,Marinimicrobia,null,null,null,null,null,Hug et al. phylogenetic marker set,SP,2635,0,5,0,0.001897533,tara125_girus_surface,3.362556875,tara125,girus,4,0.001518027
SP-45,MES,91.51,4.99,54.55,40.12,88,"266,420","49,922","41,750",3.67,92.22,NCBI Assembly,PBAQ00000000,n.a.,n.a.,Bacteria,Bacteroidetes,Flavobacteria,Flavobacteriales,Flavobacteriaceae,Leeuwenhoekiella,null,Alternative phylogenetic marker set,SP,3226,3,2,0.000929944,0.000619963,tara112_bact_meso,4.010490657,tara112,bact,7,0.00216987
SP-47,SRF,88.71,3.76,62.5,29.75,25,"154,014","93,441","59,901",1.5,97.26,NCBI Assembly,PBAP00000000,n.a.,n.a.,Bacteria,Bacteroidetes,Flavobacteria,Flavobacteriales,novelFamily_F,null,null,Hug et al. phylogenetic marker set,SP,1370,0,2,0,0.001459854,tara096_prot_surface,1.690902942,tara096,prot,0,0
SP-486,DCM,77.11,0,0,28.14,16,"200,391","118,506","70,663",1.13,96.22,NCBI Assembly,PBAN00000000,n.a.,n.a.,Bacteria,Proteobacteria,Alphaproteobacteria,Pelagibacterales,Pelagibacteraceae,null,null,Hug et al. phylogenetic marker set,SP,1156,0,9,0,0.007785467,tara122_girus_dcm,1.465438983,tara122,girus,0,0
SP-49,MES,74.13,1.19,0,42.87,39,"82,636","55,391","38,070",1.48,95.51,NCBI Assembly,PBAM00000000,n.a.,n.a.,Bacteria,Actinobacteria,Acidimicrobidae,Acidimicrobiales,Acidimicrobiaceae,novelGenus_B,null,Hug et al. phylogenetic marker set,SP,1469,0,2,0,0.00136147,tara111_bact_meso,1.996492648,tara111,bact,0,0
SP-5,epi,95.27,2.36,25,56.46,101,"236,612","90,505","60,213",6.08,91.04,NCBI Assembly,PBAL00000000,n.a.,n.a.,Bacteria,Verrucomicrobia,Verrucomicrobiae,Verrucomicrobiales,novelFamily_D,null,null,Hug et al. phylogenetic marker set,SP,5101,11,7,0.00215644,0.00137228,tara124_girus_epi,6.381862076,tara124,girus,6,0.00117624
SP-51,SRF,73.63,0,0,55.41,60,"81,520","26,820","25,388",1.52,95.93,NCBI Assembly,PBAJ00000000,n.a.,n.a.,Bacteria,Bacteroidetes,Flavobacteria,Flavobacteriales,Crocinitomicaceae,null,null,Hug et al. phylogenetic marker set,SP,1327,0,13,0,0.009796534,tara110_bact_surface,2.064375934,tara110,bact,1,0.00075358
SP-52,SRF,89.39,2.18,93.33,54.33,48,"360,019","98,695","75,947",3.65,92.46,NCBI Assembly,PBAI00000000,TARA_PSW_MAG_00070,n.a.,Bacteria,Verrucomicrobia,Verrucomicrobiae,Verrucomicrobiales,null,Roseibacillus,null,Hug et al. phylogenetic marker set,SP,2852,0,12,0,0.004207574,tara100_prot_surface,4.083230786,tara100,prot,2,0.000701262
SP-56,DCM,84.91,4.02,37.5,36.63,20,"175,231","86,182","69,954",1.4,95.38,NCBI Assembly,PBAE00000000,n.a.,n.a.,Bacteria,Proteobacteria,Gammaproteobacteria,Chromatiales,Woeseiaceae,null,null,Hug et al. phylogenetic marker set,SP,1321,0,2,0,0.001514005,tara110_bact_dcm,1.648804617,tara110,bact,3,0.002271007
SP-57,DCM,86.97,4.71,100,60.96,44,"272,821","81,866","67,739",2.98,91.87,NCBI Assembly,PBAD00000000,n.a.,n.a.,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Roseobacter,null,Hug et al. phylogenetic marker set,SP,2891,2,2,0.000691802,0.000691802,tara111_virus_dcm,3.426468897,tara111,virus,5,0.001729505
SP-58,DCM,71,0.65,100,58.7,30,"278,853","90,696","77,288",2.32,92.32,NCBI Assembly,PBAC00000000,n.a.,n.a.,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Hyphomonadaceae,Hyphomonas,null,Hug et al. phylogenetic marker set,SP,2287,1,3,0.000437254,0.001311762,tara111_virus_dcm,3.267605634,tara111,virus,6,0.002623524
SP-59,MES,71.62,0.37,0,53.44,46,"134,117","63,413","49,182",2.26,91.2,NCBI Assembly,PBAB00000000,n.a.,n.a.,Bacteria,Proteobacteria,Gammaproteobacteria,Cellvibrionales,Porticoccaceae,Porticoccus,hydrocarbonoclasticus,Hug et al. phylogenetic marker set,SP,2218,3,3,0.00135257,0.00135257,tara111_prot_meso,3.155543144,tara111,prot,4,0.001803427
SP-6,MES,73.36,1.84,12.5,53.17,49,"182,347","51,664","44,468",2.18,93.53,NCBI Assembly,PBAA00000000,n.a.,n.a.,Bacteria,Proteobacteria,Gammaproteobacteria,novel_order_E1,null,null,null,Hug et al. phylogenetic marker set,SP,2045,1,6,0.000488998,0.002933985,tara111_bact_meso,2.971646674,tara111,bact,1,0.000488998
SP-60,DCM,87.73,3.21,75,58.56,59,"178,350","83,875","51,344",3.03,88.14,NCBI Assembly,PAZZ00000000,n.a.,n.a.,Bacteria,Proteobacteria,Gammaproteobacteria,Oceanospirillales,Alcanivoracaceae,Alcanivorax,null,Hug et al. phylogenetic marker set,SP,2758,6,3,0.002175489,0.001087745,tara111_virus_dcm,3.453778639,tara111,virus,8,0.002900653
SP-61,MES,96.64,3.91,90,55.95,59,"230,130","93,019","61,849",3.65,90.37,NCBI Assembly,PAZY00000000,n.a.,n.a.,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhodobiaceae,null,null,Alternative phylogenetic marker set,SP,3468,0,2,0,0.000576701,tara111_prot_meso,3.776903974,tara111,prot,4,0.001153403
SP-62,DCM,99.54,2.67,89.29,33.72,21,"550,766","277,290","139,640",2.93,93.17,NCBI Assembly,PAZX00000000,n.a.,n.a.,Bacteria,Bacteroidetes,Flavobacteria,Flavobacteriales,Flavobacteriaceae,Croceibacter,atlanticus,Hug et al. phylogenetic marker set,SP,2703,0,13,0,0.004809471,tara111_virus_dcm,2.943540285,tara111,virus,2,0.000739919
SP-63,DCM,100,4.08,100,37.39,15,"662,941","429,300","231,661",3.47,91.68,figshare,not applicable,n.a.,n.a.,Bacteria,Bacteroidetes,Sphingobacteria,Sphingobacteriales,Crenotrichaceae,Balneola,null,Hug et al. phylogenetic marker set,SP,3091,9,5,0.002911679,0.001617599,tara122_virus_dcm,3.47,tara122,virus,11,0.003558719
SP-64,MES,95.23,3.16,66.67,64.71,47,"229,504","108,829","75,812",3.56,90.52,NCBI Assembly,PAZW00000000,n.a.,n.a.,Bacteria,Proteobacteria,Gammaproteobacteria,Oceanospirillales,Alcanivoracaceae,Alcanivorax,null,Hug et al. phylogenetic marker set,SP,3260,11,6,0.003374233,0.001840491,tara111_prot_meso,3.738317757,tara111,prot,4,0.001226994
SP-69,epi,88.78,3.47,11.11,34.34,21,"189,293","83,715","64,518",1.35,94.69,NCBI Assembly,PAZS00000000,n.a.,n.a.,Bacteria,Chloroflexi,novelClass_E,novelOrder_B,null,null,null,Hug et al. phylogenetic marker set,SP,1354,0,5,0,0.003692762,tara124_girus_epi,1.520612751,tara124,girus,1,0.000738552
