bin,Percent Complete,Percent Contamination,Strain Heterogeneity,GC_content,contigs count,Max. contig length (bp),N50 contig length (bp),Mean contig length (bp),bin_size(Mbp),Coding density,Data repository hosting the genome assembly reported in this study,GenBank Accession ID for newly reported draft genomes,Matches Delmont et al. (2017) genome,Matches Tully et al. (2017) genome,Domain,Phylum,Class,Order,Family,Genus,Species,Phylogeny source method,ocean,Total ORFs,Transposases,Integrases,percent_trans,Highest Relative Abundance,complete genome size (Mbp),tara_station,biofilm_count,percent_biofilm,defense_count,percent_defense,prot,prot_normalized,bact,bact_over_prot
SAT-74,86.09,0.16,0,58.44,16,"730,838","237,071","185,324",2.97,91.91,NCBI Assembly,PAKH00000000,n.a.,n.a.,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Hyphomonadaceae,Hyphomonas,,Hug et al. phylogenetic marker set,SAT,2847,2,11,0.0702494,tara078_virus_dcm,3.449878035,tara078,8,0.2809975,66,2.3182297,1.386723787,0.183372579,1.260754295,0.183372579
SAT-75,90.96,0.67,0,51.65,24,"459,259","187,570","128,885",3.09,91.35,NCBI Assembly,PAKG00000000,TARA_ASW_MAG_00004,n.a.,Bacteria,Proteobacteria,Gammaproteobacteria,Oceanospirillales,Oceanospirillaceae,,,Hug et al. phylogenetic marker set,SAT,2807,14,8,0.4987531,tara070_bact_meso,3.397097625,tara070,10,0.3562522,67,2.3868899,3.836765145,1.344293333,25.57203905,1.344293333
SAT-77,86.75,3.23,90,30.8,56,"90,468","30,736","27,976",1.57,95.11,NCBI Assembly,PAKE00000000,n.a.,n.a.,Bacteria,Bacteroidetes,Flavobacteria,Flavobacteriales,novelFamily_F,,,Hug et al. phylogenetic marker set,SAT,1403,0,9,0,tara067_bact_surface,1.809798271,tara067,1,0.0712758,17,1.2116892,0.250134505,3.853945585,4.779530986,3.853945585
SAT-79,81.19,2.23,75,34.05,104,"116,912","32,242","27,839",2.9,93.55,NCBI Assembly,PAKC00000000,n.a.,n.a.,Bacteria,Proteobacteria,Deltaproteobacteria,Bdellovibrionales,Halobacteriovoraceae,,,Hug et al. phylogenetic marker set,SAT,2740,4,4,0.1459854,tara076_bact_meso,3.571868457,tara076,1,0.0364964,39,1.4233577,0.08829439,1.098534765,0.480898048,1.098534765
SAT-8,98.05,4.38,93.75,60.63,27,"508,936","197,303","134,847",3.64,91.47,NCBI Assembly,PAKB00000000,n.a.,n.a.,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Roseobacter,,Hug et al. phylogenetic marker set,SAT,3524,16,20,0.4540295,tara082_virus_dcm,3.712391637,tara082,5,0.1418842,64,1.816118,2.524258429,0.273704996,3.425489476,0.273704996
SAT-83,95.25,1.3,0,49.16,58,"210,314","64,157","47,109",2.73,91.55,NCBI Assembly,PAJX00000000,n.a.,n.a.,Bacteria,Proteobacteria,Gammaproteobacteria,novel_order_E1,,,,Hug et al. phylogenetic marker set,SAT,2631,4,13,0.1520334,tara078_virus_dcm,2.866141732,tara078,5,0.1900418,59,2.2424933,0.010061042,0.866818353,0.043239151,0.866818353
SAT-87,100,3.33,0,50.78,78,"604,072","160,688","101,231",7.9,86.06,NCBI Assembly,PAJV00000000,n.a.,n.a.,Bacteria,Planctomycetes,Planctomycetia,Planctomycetales,Planctomycetaceae,Gimesia,,Hug et al. phylogenetic marker set,SAT,6232,29,20,0.4653402,tara076_virus_meso,7.9,tara076,2,0.0320924,171,2.7439024,0.026754131,0.216348745,0.02869798,0.216348745
SAT-88,99.59,3.99,76.47,60.4,23,"878,578","309,155","217,125",4.99,89.4,NCBI Assembly,PAJU00000000,n.a.,n.a.,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,pseudomonadaceae,Pseudomonas,Xanthomarina,Hug et al. phylogenetic marker set,SAT,4618,5,5,0.108272,tara082_virus_dcm,5.010543227,tara082,21,0.4547423,90,1.9488956,1.1601424,0.112095493,0.644771076,0.112095493
SAT-9,98.7,5.22,85.71,55.84,31,"800,180","471,156","155,989",4.84,90.89,NCBI Assembly,PAJS00000000,n.a.,n.a.,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Rhodospirillaceae,,,Hug et al. phylogenetic marker set,SAT,4666,11,6,0.235748,tara078_virus_dcm,4.903748734,tara078,9,0.1928847,80,1.7145306,0.242707318,0.391781487,0.471447003,0.391781487
SAT-90,82.79,0.74,50,65.46,128,"88,952","26,105","24,430",3.13,91.37,NCBI Assembly,PAJR00000000,n.a.,n.a.,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Nioella,,Alternative phylogenetic marker set,SAT,3077,6,3,0.1949951,tara067_virus_surface,3.780649837,tara067,3,0.0974976,60,1.9499513,0.186747052,0.362979753,0.336079679,0.362979753
SAT-91,92.54,2.97,25,57.75,76,"169,477","52,380","40,456",3.07,85.8,NCBI Assembly,PAJQ00000000,n.a.,n.a.,Bacteria,Chloroflexi,novelClass_E,novelOrder_A,,,,Hug et al. phylogenetic marker set,SAT,2972,1,20,0.0336474,tara070_bact_meso,3.317484331,tara070,3,0.1009421,70,2.3553163,0.076983914,8.232994341,3.14241763,8.232994341
SAT-92,100,1.03,12.5,43.24,25,"533,200","412,379","142,759",3.57,92.4,NCBI Assembly,PAJP00000000,n.a.,n.a.,Bacteria,Proteobacteria,Gammaproteobacteria,Thiotrichales,Piscirickettsiaceae,Methylophaga,,Hug et al. phylogenetic marker set,SAT,3638,4,9,0.1099505,tara070_virus_meso,3.57,tara070,11,0.3023639,76,2.0890599,0.097696687,2.599399243,1.259096228,2.599399243
SAT-93,97.27,1.61,62.5,57.79,67,"325,158","116,844","56,438",3.78,89.46,NCBI Assembly,PAJO00000000,n.a.,n.a.,Bacteria,Proteobacteria,Gammaproteobacteria,Oceanospirillales,Alcanivoracaceae,,,Hug et al. phylogenetic marker set,SAT,3443,14,5,0.4066221,tara070_bact_meso,3.886090264,tara070,16,0.464711,89,2.584955,0.341730489,0.548385571,0.929128636,0.548385571
SAT-94,71.05,0.8,80,43.94,59,"92,412","31,709","28,294",1.67,95.8,NCBI Assembly,PAJN00000000,n.a.,n.a.,Archaea,Euryarchaeota,,,,,,CheckM,SAT,1439,0,8,0,tara070_bact_surface,2.350457424,tara070,0,0,14,0.9728978,0.275522363,4.803767945,6.562132155,4.803767945
SAT-95,81.6,0.8,100,48.06,45,"143,849","51,647","42,033",1.89,95.96,NCBI Assembly,PAJM00000000,n.a.,n.a.,Archaea,Euryarchaeota,,,novelFamily_D,,,Hug et al. phylogenetic marker set,SAT,1597,0,15,0,tara070_bact_surface,2.316176471,tara070,0,0,21,1.3149656,0.095204302,15.900793,7.505531559,15.900793
SAT-97,94.62,1.95,69.23,52.54,118,"119,131","42,787","36,018",4.25,88.67,NCBI Assembly,PAJK00000000,n.a.,n.a.,Bacteria,Proteobacteria,Gammaproteobacteria,Oceanospirillales,Oceanospirillaceae,,,Hug et al. phylogenetic marker set,SAT,3822,15,1,0.3924647,tara078_girus_meso,4.491650814,tara078,12,0.3139717,101,2.6425955,8.114502482,0.033009133,1.328012342,0.033009133
SAT-98,96.23,2.13,30.77,48.57,52,"411,934","139,636","92,931",4.83,90.5,NCBI Assembly,PAJJ00000000,n.a.,n.a.,Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Alteromonadaceae,,,CheckM,SAT,4259,7,1,0.1643578,tara070_girus_meso,5.019224774,tara070,9,0.2113172,110,2.5827659,12.46814175,0.03381115,2.090103379,0.03381115
SAT-99,99.19,1.61,66.67,38.45,37,"529,428","273,112","121,333",4.49,92.85,NCBI Assembly,PAJI00000000,n.a.,n.a.,Bacteria,Bacteroidetes,Flavobacteria,Flavobacteriales,Crocinitomicaceae,,,Hug et al. phylogenetic marker set,SAT,4005,1,9,0.0249688,tara070_girus_meso,4.526665995,tara070,8,0.1997503,92,2.2971286,0.012589191,1.589116536,0.099188122,1.589116536
SP-1,77.62,0.14,100,62.54,90,"144,622","40,552","32,087",2.89,88.67,NCBI Assembly,PAJH00000000,n.a.,n.a.,Bacteria,Proteobacteria,Gammaproteobacteria,Oceanospirillales,Halomonadaceae,,,Hug et al. phylogenetic marker set,SP,2652,3,3,0.1131222,tara123_prot_epi,3.723267199,tara123,7,0.2639517,5,0.188537,0.638554103,0.19834826,0.627960308,0.19834826
SP-101,83.52,3.85,50,30.47,48,"103,036","32,123","27,856",1.34,96.32,NCBI Assembly,PARR00000000,n.a.,n.a.,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,,,,Hug et al. phylogenetic marker set,SP,1416,0,3,0,tara096_prot_surface,1.60440613,tara096,1,0.0706215,26,1.8361582,0.302661505,2.452782144,3.680630845,2.452782144
SP-102,93.48,4.14,80,45.15,31,"206,220","115,236","88,416",2.74,90.76,NCBI Assembly,PARQ00000000,TARA_PSW_MAG_00106,n.a.,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Rhodospirillaceae,,,Hug et al. phylogenetic marker set,SP,2538,0,1,0,tara125_prot_surface,2.931108258,tara125,5,0.1970055,33,1.3002364,0.381027842,0.363732856,0.687140177,0.363732856
SP-105,89.59,1.15,100,51.68,40,"403,928","126,595","82,329",3.29,89.85,NCBI Assembly,PARO00000000,n.a.,n.a.,Bacteria,Planctomycetes,Planctomycetia,Planctomycetales,Planctomycetaceae,novelGenus_B,,Hug et al. phylogenetic marker set,SP,2642,0,17,0,tara122_prot_surface,3.672284853,tara122,2,0.0757002,36,1.3626041,0.236731096,0.117379365,0.137769526,0.117379365
SP-107,70.74,1.67,20,43.24,56,"84,060","36,038","33,017",1.85,93.23,NCBI Assembly,PARM00000000,TARA_ION_MAG_00024,n.a.,Bacteria,Proteobacteria,Gammaproteobacteria,novel_order_E1,,,,Hug et al. phylogenetic marker set,SP,1747,0,1,0,tara122_prot_surface,2.61521063,tara122,2,0.114482,26,1.4882656,0.80581149,0.467376053,1.867265232,0.467376053
SP-108,80.12,3.3,100,28.46,27,"115,145","49,608","41,569",1.12,96.73,NCBI Assembly,PARL00000000,n.a.,n.a.,Bacteria,Marinimicrobia,,,,,,Hug et al. phylogenetic marker set,SP,1043,0,3,0,tara125_girus_epi,1.397903145,tara125,0,0,14,1.3422819,0.212965328,3.55195565,3.750442713,3.55195565
SP-109,84.02,4.14,100,52.46,16,"859,264","379,619","217,804",3.48,89.96,NCBI Assembly,PARK00000000,TARA_PSW_MAG_00013,n.a.,Bacteria,Proteobacteria,Deltaproteobacteria,Desulfovibrionales,Desulfovibrionaceae,Desulfovibrio,,Hug et al. phylogenetic marker set,SP,3288,10,7,0.3041363,tara122_prot_surface,4.141870983,tara122,6,0.1824818,30,0.9124088,0.070279993,0.807491919,0.281368835,0.807491919
SP-11,99.01,1.2,60,44.64,20,"612,096","286,257","173,930",3.48,92.33,NCBI Assembly,PARJ00000000,TARA_PSW_MAG_00065,n.a.,Bacteria,Bacteroidetes,Flavobacteria,Flavobacteriales,Flavobacteriaceae,Muricauda,lutaonensis,Hug et al. phylogenetic marker set,SP,3180,6,2,0.1886792,tara124_girus_surface,3.514796485,tara124,4,0.1257862,29,0.9119497,0.256412581,0.320719362,0.407728067,0.320719362
SP-110,96.59,0.57,0,60.99,45,"367,798","114,000","62,326",2.8,93.13,NCBI Assembly,PARI00000000,n.a.,n.a.,Bacteria,Planctomycetes,Phycisphaerae,Urania1B19,,,,Hug et al. phylogenetic marker set,SP,2457,0,2,0,tara122_prot_dcm,2.898850813,tara122,0,0,36,1.4652015,0.560325618,0.033543244,0.093186208,0.033543244
SP-112,97.27,3.15,71.43,71.29,51,"439,087","129,303","95,222",4.86,91.12,NCBI Assembly,PARG00000000,n.a.,n.a.,Bacteria,Bacteroidetes,Cytophagia,Cytophagales,Rhodothermaceae,,,Hug et al. phylogenetic marker set,SP,4174,7,12,0.1677048,tara123_prot_epi,4.996401768,tara123,14,0.3354097,45,1.0781025,1.947335904,0.146184314,1.411392297,0.146184314
SP-114,94.41,4.42,100,53.91,93,"155,879","50,686","39,054",3.63,92.32,NCBI Assembly,PARF00000000,n.a.,n.a.,Bacteria,Verrucomicrobia,Verrucomicrobiae,Verrucomicrobiales,,Roseibacillus,,Hug et al. phylogenetic marker set,SP,2902,0,12,0,tara122_prot_surface,3.844931681,tara122,2,0.068918,22,0.7580979,0.650251533,0.1485813,0.479017784,0.1485813
SP-115,85.85,1.24,0,52.69,79,"182,101","51,864","40,198",3.18,89.21,NCBI Assembly,PARE00000000,TARA_PSW_MAG_00084,n.a.,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Rhodospirillaceae,Magnetovibrio,,Hug et al. phylogenetic marker set,SP,2929,1,4,0.0341413,tara125_prot_surface,3.704135119,tara125,6,0.2048481,33,1.1266644,0.410480887,2.426304508,4.93792334,2.426304508
SP-118,84.1,1.32,0,65.42,107,"132,585","42,221","38,454",4.11,89.67,NCBI Assembly,PARB00000000,n.a.,n.a.,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhodobacteraceae,,,CheckM,SP,3797,12,11,0.316039,tara100_virus_dcm,4.887039239,tara100,8,0.2106927,28,0.7374243,0.652274888,0.31581944,1.021352407,0.31581944
SP-123,99.78,0.43,0,55.6,24,"591,868","291,286","176,339",4.23,90.52,NCBI Assembly,PAQY00000000,n.a.,n.a.,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Rhodospirillaceae,,,Hug et al. phylogenetic marker set,SP,4028,9,2,0.2234359,tara125_virus_epi,4.239326518,tara125,6,0.1489573,36,0.8937438,0.554526193,0.376770161,1.035868589,0.376770161
SP-124,75,0.84,0,66.75,108,"141,278","47,730","36,932",3.99,89.85,NCBI Assembly,PAQX00000000,n.a.,n.a.,Bacteria,Proteobacteria,Deltaproteobacteria,,,,,Hug et al. phylogenetic marker set,SP,3550,0,13,0,tara124_prot_epi,5.32,tara124,2,0.056338,45,1.2676056,0.447910375,0.068108292,0.151250635,0.068108292
SP-125,92.31,0.5,100,63.44,75,"259,682","66,946","51,679",3.88,90.91,NCBI Assembly,PAQW00000000,n.a.,n.a.,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Rhodospirillaceae,Magnetovibrio,,Hug et al. phylogenetic marker set,SP,3680,11,4,0.298913,tara124_virus_epi,4.203228253,tara124,10,0.2717391,27,0.7336957,0.075771161,0.948042245,0.356153921,0.948042245
SP-126,94.48,1.87,20,65.73,103,"183,237","70,282","52,286",5.39,89.63,NCBI Assembly,PAQV00000000,n.a.,n.a.,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,,,CheckM,SP,4983,10,12,0.2006823,tara124_prot_epi,5.704911092,tara124,12,0.2408188,18,0.3612282,1.304087132,0.038958914,0.251895003,0.038958914
SP-127,82.87,2.04,80,57.39,100,"150,070","39,818","36,119",3.61,93.31,NCBI Assembly,PAQU00000000,TARA_PSW_MAG_00105,n.a.,Bacteria,Verrucomicrobia,Verrucomicrobiae,Verrucomicrobiales,,Roseibacillus,,Hug et al. phylogenetic marker set,SP,2760,0,17,0,tara125_prot_surface,4.356220586,tara125,4,0.1449275,30,1.0869565,1.232375666,0.287479687,1.756533252,0.287479687
SP-13,97.97,2.7,0,38.48,49,"254,123","76,739","64,333",3.15,91.75,NCBI Assembly,PAQS00000000,n.a.,n.a.,Bacteria,Chlamydiae,Chlamydiae,Chlamydiales,Waddliaceae,,,Hug et al. phylogenetic marker set,SP,2479,6,2,0.2420331,tara124_prot_epi,3.215269981,tara124,1,0.0403388,4,0.1613554,0.321741235,0.158240884,0.25242451,0.158240884
SP-131,88.69,2.16,60,55.46,67,"226,316","86,544","63,266",4.24,89.07,NCBI Assembly,PAQR00000000,n.a.,n.a.,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Rhodospirillaceae,Thalassospira,,CheckM,SP,3933,3,18,0.0762777,tara123_virus_epi,4.780696809,tara123,10,0.2542588,29,0.7373506,0.153711997,1.205366341,0.91861371,1.205366341
SP-133,99.12,0.89,25,65,48,"303,015","143,669","88,501",4.25,90.07,NCBI Assembly,PAQP00000000,n.a.,n.a.,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,pseudomonadaceae,Pseudomonas,balearica,Hug et al. phylogenetic marker set,SP,3971,23,4,0.5791992,tara125_prot_surface,4.287732042,tara125,15,0.3777386,35,0.8813901,0.239123002,0.36492192,0.432640731,0.36492192
SP-135,94.32,0.57,0,59.93,59,"183,175","51,856","44,491",2.62,92.58,NCBI Assembly,PAQN00000000,n.a.,n.a.,Bacteria,Planctomycetes,Phycisphaerae,Urania1B19,,,,Hug et al. phylogenetic marker set,SP,2206,0,2,0,tara125_prot_surface,2.777777778,tara125,0,0,43,1.9492294,0.340484969,0.186056061,0.314085483,0.186056061
SP-136,97.3,2.61,55.56,32.5,29,"415,840","164,730","79,837",2.32,94.46,NCBI Assembly,PAQM00000000,TARA_PSW_MAG_00096,n.a.,Bacteria,Bacteroidetes,Flavobacteria,Flavobacteriales,Crocinitomicaceae,,,Hug et al. phylogenetic marker set,SP,2006,0,8,0,tara125_prot_surface,2.384378212,tara125,2,0.0997009,23,1.1465603,0.158193095,0.751578474,0.589478479,0.751578474
SP-137,98.86,3.98,0,65.71,43,"322,130","132,343","85,555",3.68,92.08,NCBI Assembly,PAQL00000000,n.a.,n.a.,Bacteria,Planctomycetes,Phycisphaerae,Urania1B19,,,,Hug et al. phylogenetic marker set,SP,3010,0,4,0,tara125_prot_surface,3.722435768,tara125,0,0,27,0.89701,0.460533497,0.156367621,0.357037762,0.156367621
SP-138,94.44,4.4,50,52.96,84,"256,750","73,707","62,699",5.27,89.13,NCBI Assembly,PAQK00000000,n.a.,n.a.,Bacteria,Gemmatimonadetes,Gemmatimonadetes,,,,,Hug et al. phylogenetic marker set,SP,4856,2,13,0.0411862,tara125_prot_epi,5.580262601,tara125,5,0.1029654,35,0.7207578,0.691546718,0.137572774,0.471693745,0.137572774
SP-140,99.03,4.65,96,55.89,45,"357,296","147,190","84,550",3.8,90.69,NCBI Assembly,PAQI00000000,n.a.,n.a.,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Hyphomonadaceae,Hirschia,,Hug et al. phylogenetic marker set,SP,3571,8,3,0.2240269,tara096_prot_surface,3.837221044,tara096,5,0.1400168,74,2.0722487,0.799285852,0.253709782,1.005415177,0.253709782
SP-141,84.98,2.35,0,56.25,167,"135,945","44,348","36,825",6.15,88.91,NCBI Assembly,PAQH00000000,n.a.,n.a.,Bacteria,Planctomycetes,Planctomycetia,Planctomycetales,Planctomycetaceae,novelGenus_E,,Hug et al. phylogenetic marker set,SP,4626,2,0,0.0432339,tara125_prot_epi,7.23699694,tara125,3,0.0648508,9,0.1945525,0.766887371,0.059810703,0.227413684,0.059810703
SP-142,98.84,3.3,0,41.1,87,"316,059","71,421","59,735",5.2,86.55,NCBI Assembly,PAQF00000000,n.a.,n.a.,Bacteria,Poribacteria,,,,,,Hug et al. phylogenetic marker set,SP,4251,0,9,0,tara125_prot_epi,5.261027924,tara125,14,0.3293343,16,0.376382,3.110490234,0.064676637,0.997429866,0.064676637
SP-144,100,5.17,100,61.25,38,"390,311","212,238","101,886",3.87,91.31,NCBI Assembly,PAQD00000000,TARA_ASW_MAG_00008,n.a.,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Hyphomonadaceae,Hyphomonas,,Hug et al. phylogenetic marker set,SP,3751,22,5,0.5865103,tara098_prot_dcm,3.87,tara098,7,0.1866169,22,0.5865103,0.675182869,0.495808174,1.659744335,0.495808174
SP-145,89.1,2.84,0,53.66,91,"160,757","47,527","36,856",3.35,92.69,NCBI Assembly,PAQC00000000,n.a.,n.a.,Bacteria,Verrucomicrobia,Verrucomicrobiae,Verrucomicrobiales,,Roseibacillus,,Hug et al. phylogenetic marker set,SP,2715,0,15,0,tara100_prot_dcm,3.759820426,tara100,2,0.0736648,27,0.9944751,2.1244773,0.301151043,3.172068553,0.301151043
SP-151,97.67,0,0,44.86,40,"206,968","102,915","60,293",2.41,91.95,NCBI Assembly,PAPY00000000,TARA_PSE_MAG_00004,n.a.,Bacteria,Proteobacteria,Gammaproteobacteria,Legionellales,,,,Hug et al. phylogenetic marker set,SP,2129,1,18,0.0469704,tara096_bact_surface,2.467492577,tara096,8,0.3757633,12,0.5636449,0.353085146,0.803557453,1.406703212,0.803557453
SP-154,99.57,0,0,40.38,26,"408,183","124,199","97,030",2.52,89.42,NCBI Assembly,PAPV00000000,TARA_PSE_MAG_00019,n.a.,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Rhodospirillaceae,,,Hug et al. phylogenetic marker set,SP,2366,0,6,0,tara099_bact_surface,2.530882796,tara099,2,0.0845309,45,1.9019442,0.122028674,1.201768814,0.727091253,1.201768814
SP-156,91.52,0.87,50,63.24,42,"190,392","103,184","61,968",2.6,89.15,NCBI Assembly,PAPT00000000,TARA_PSE_MAG_00055,n.a.,Bacteria,Proteobacteria,Alphaproteobacteria,unclassifiedAlphaproteobacteria,,Geminicoccus,,Hug et al. phylogenetic marker set,SP,2325,0,11,0,tara100_prot_surface,2.840909091,tara100,4,0.172043,3,0.1290323,1.817350805,0.140503632,1.265996243,0.140503632
SP-157,87.03,0.99,0,41.7,46,"135,355","54,066","43,089",1.98,95.74,NCBI Assembly,PAPS00000000,n.a.,n.a.,Bacteria,Bacteroidetes,Saprospiria,Saprospirales,,,,Hug et al. phylogenetic marker set,SP,1720,0,2,0,tara100_prot_surface,2.275077559,tara100,0,0,9,0.5232558,0.413518049,0.28187065,0.577896981,0.28187065
SP-159,90.05,1.22,0,56.8,86,"188,612","44,269","42,085",3.62,90.93,NCBI Assembly,PAPQ00000000,n.a.,n.a.,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Roseobacter,,Alternative phylogenetic marker set,SP,3507,14,6,0.3992016,tara100_virus_meso,4.019988895,tara100,5,0.142572,10,0.285144,0.966713129,0.053536668,0.256599053,0.053536668
SP-16,99,1.24,0,67.88,68,"428,072","188,781","97,609",6.64,89.89,NCBI Assembly,PAPP00000000,n.a.,n.a.,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Rhodospirillaceae,Tistrella,,Hug et al. phylogenetic marker set,SP,5949,14,5,0.2353337,tara096_prot_surface,6.707070707,tara096,11,0.184905,58,0.9749538,0.957463715,0.149447862,0.709444013,0.149447862
SP-160,95.73,4.7,71.43,52.97,26,"433,052","132,305","92,639",2.41,94.56,NCBI Assembly,PAPO00000000,n.a.,n.a.,Bacteria,Actinobacteria,Acidimicrobidae,Acidimicrobiales,Acidimicrobiaceae,novelGenus_A,,Hug et al. phylogenetic marker set,SP,2355,0,1,0,tara125_girus_surface,2.517497127,tara125,0,0,25,1.0615711,0.176321178,2.833048494,2.476649708,2.833048494
SP-161,76.55,0,0,61.54,61,"343,636","72,936","56,038",3.42,91.43,NCBI Assembly,PAPN00000000,n.a.,n.a.,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,,,CheckM,SP,3370,7,11,0.2077151,tara123_prot_epi,4.467668191,tara123,7,0.2077151,20,0.5934718,0.768666406,0.079655973,0.303572443,0.079655973
SP-163,96.42,2.29,0,52.7,48,"382,759","241,626","112,883",5.42,91.67,NCBI Assembly,PAPM00000000,n.a.,n.a.,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,,,,Hug et al. phylogenetic marker set,SP,4772,8,11,0.1676446,tara110_prot_meso,5.621240407,tara110,10,0.2095557,9,0.1886002,0.960208882,0.028323987,0.134842318,0.028323987
SP-164,92.6,3.68,92.31,43.57,97,"103,931","41,723","35,054",3.4,94.22,NCBI Assembly,PAPL00000000,n.a.,n.a.,Bacteria,Verrucomicrobia,Verrucomicrobiae,novelOrder_A,novelFamily_A,,,Hug et al. phylogenetic marker set,SP,2627,0,2,0,tara123_prot_epi,3.671706263,tara123,1,0.0380662,35,1.3323182,0.437221443,0.598638086,1.2976928,0.598638086
SP-166,92.87,0,0,46.53,69,"449,348","85,821","65,729",4.54,92.22,NCBI Assembly,PAPJ00000000,n.a.,n.a.,Bacteria,Planctomycetes,Planctomycetia,Planctomycetales,Planctomycetaceae,novelGenus_G,,Hug et al. phylogenetic marker set,SP,3451,0,12,0,tara112_bact_dcm,4.888553893,tara112,2,0.0579542,16,0.4636337,0.106467261,1.99837764,1.054871943,1.99837764
SP-167,99.37,0.97,0,40.53,39,"572,156","194,882","111,627",4.35,91.37,NCBI Assembly,PAPI00000000,n.a.,n.a.,Bacteria,Bacteroidetes,Flavobacteria,Flavobacteriales,Flavobacteriaceae,Leeuwenhoekiella,,Alternative phylogenetic marker set,SP,3649,0,3,0,tara112_bact_meso,4.377578746,tara112,15,0.4110715,19,0.5206906,2.018570838,0.354525878,3.548117835,0.354525878
SP-169,96.1,1.27,83.33,65.9,50,"214,727","92,554","65,680",3.28,91.65,NCBI Assembly,PAPG00000000,n.a.,n.a.,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Paracoccus,,Hug et al. phylogenetic marker set,SP,3151,16,12,0.5077753,tara112_bact_meso,3.413111342,tara112,4,0.1269438,23,0.729927,2.872702863,0.471841046,6.720359772,0.471841046
SP-17,99.07,2.77,8.33,64.08,44,"446,470","181,486","106,746",4.7,90.66,NCBI Assembly,PAPF00000000,n.a.,n.a.,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Phyllobacteriaceae,,,Hug et al. phylogenetic marker set,SP,4460,10,5,0.2242152,tara124_prot_surface,4.744120319,tara124,5,0.1121076,21,0.470852,0.618183168,0.147025894,0.450626888,0.147025894
SP-171,82.73,3.09,23.08,44.79,61,"264,155","54,192","43,453",2.65,93.57,NCBI Assembly,PAPD00000000,n.a.,n.a.,Bacteria,Proteobacteria,Gammaproteobacteria,novel_order_E1,,,,Hug et al. phylogenetic marker set,SP,2567,1,2,0.038956,tara122_prot_dcm,3.203191104,tara122,5,0.1947799,20,0.7791196,0.402396512,0.161459314,0.322124241,0.161459314
SP-173,86.81,4.4,0,31.69,45,"164,208","68,651","54,850",2.47,95.41,NCBI Assembly,PAPB00000000,n.a.,n.a.,Bacteria,Marinimicrobia,,,,,,Hug et al. phylogenetic marker set,SP,2153,0,9,0,tara122_girus_dcm,2.845294321,tara122,2,0.0928936,19,0.8824895,0.02426446,14.19515297,1.707720554,14.19515297
